age,height_cm,weight_kg,overall,potential,value_eur,wage_eur,skill_moves
23,192,89,78,82,12000000,31000,2
24,187,79,78,82,12000000,55000,3
24,165,58,78,82,13500000,72000,4
25,190,78,78,82,12000000,25000,2
26,186,87,78,81,12500000,80000,4
27,195,90,78,81,9000000,43000,1
27,189,87,78,81,9000000,59000,1
25,188,83,78,81,13000000,49000,3
26,185,91,78,81,13000000,60000,4
25,172,67,78,81,13000000,55000,4
26,182,70,78,81,11500000,54000,3
26,188,77,78,81,11500000,77000,3
26,182,78,78,81,11500000,500,4
26,188,82,78,81,13000000,28000,3
28,184,83,78,80,10500000,72000,2
28,192,88,78,80,10500000,55000,2
27,188,75,78,80,11000000,36000,2
26,192,84,78,80,12500000,54000,3
27,184,76,78,80,11000000,69000,3
28,188,84,78,80,10500000,41000,2
25,181,72,78,80,13000000,12000,3
27,192,85,78,80,8500000,500,1
26,178,68,78,80,12500000,47000,3
26,176,70,78,80,11000000,37000,3
25,195,94,78,80,11500000,66000,2
27,167,59,78,79,12000000,43000,4
27,170,70,78,79,10500000,12000,3
26,176,70,78,79,12000000,13000,3
26,173,69,78,79,12000000,55000,4
29,188,89,78,79,10000000,33000,2
28,172,71,78,79,10500000,57000,3
26,187,89,78,79,10500000,28000,3
26,176,69,78,79,12000000,28000,3
26,173,65,78,79,12000000,17000,3
27,191,82,78,79,10500000,69000,2
27,183,86,78,79,10500000,69000,3
27,188,88,78,79,12000000,28000,3
27,188,85,78,79,12000000,50000,3
27,173,68,78,79,10500000,16000,4
26,185,72,78,79,12000000,52000,3
26,165,62,78,79,12000000,16000,4
27,172,71,78,79,10500000,46000,3
26,177,79,78,79,12500000,68000,4
26,179,78,78,79,12000000,500,4
27,186,70,78,79,11500000,37000,4
26,174,63,78,79,12000000,43000,4
36,188,83,78,78,1700000,15000,1
34,188,77,78,78,5500000,41000,3
36,193,79,78,78,1700000,24000,1
37,174,74,78,78,3700000,18000,4
36,171,77,78,78,3700000,16000,4
35,179,71,78,78,4300000,47000,4
33,187,82,78,78,5500000,20000,1
38,188,72,78,78,3700000,24000,3
34,176,76,78,78,3600000,32000,3
34,187,92,78,78,4500000,43000,1
33,183,79,78,78,4900000,51000,3
35,191,81,78,78,3100000,26000,2
30,179,85,78,78,8000000,50000,3
33,179,65,78,78,6500000,38000,3
36,191,81,78,78,2100000,24000,2
33,169,67,78,78,6000000,26000,4
29,177,77,78,78,10000000,84000,4
33,183,75,78,78,4700000,18000,3
33,180,70,78,78,6500000,84000,4
33,181,76,78,78,6500000,45000,4
33,185,86,78,78,6500000,57000,4
31,183,82,78,78,9500000,60000,3
35,180,76,78,78,4500000,20000,5
34,185,73,78,78,5500000,27000,3
31,190,87,78,78,8000000,20000,3
34,179,77,78,78,4000000,28000,3
34,195,95,78,78,4500000,500,1
32,184,72,78,78,6500000,26000,3
31,163,63,78,78,9000000,11000,3
29,180,73,78,78,8500000,38000,3
31,181,78,78,78,8000000,44000,3
32,183,75,78,78,8500000,21000,4
32,169,67,78,78,8000000,24000,4
34,183,78,78,78,5000000,56000,3
31,196,83,78,78,9500000,33000,2
30,175,73,78,78,8500000,50000,3
31,182,80,78,78,7500000,24000,4
32,194,89,78,78,6500000,39000,1
30,178,82,78,78,10000000,46000,4
31,191,84,78,78,7500000,38000,2
29,177,76,78,78,8500000,46000,3
29,184,83,78,78,10500000,500,4
28,191,92,78,78,10500000,62000,2
29,183,78,78,78,8500000,37000,3
32,187,89,78,78,6500000,19000,1
27,180,77,78,78,9000000,41000,3
29,186,81,78,78,8500000,50000,2
30,179,75,78,78,10000000,64000,4
33,182,84,78,78,6500000,500,3
30,185,80,78,78,8500000,25000,2
29,173,69,78,78,8500000,25000,3
28,180,66,78,78,10500000,48000,4
31,170,69,78,78,9000000,11000,4
28,181,78,78,78,10500000,16000,3
29,179,70,78,78,10000000,44000,3
29,188,77,78,78,9000000,44000,2
31,174,74,78,78,8000000,41000,3
29,186,78,78,78,10500000,50000,3
28,178,77,78,78,9000000,57000,3
31,184,76,78,78,7500000,58000,2
32,189,89,78,78,6500000,26000,2
27,195,80,78,78,11000000,28000,4
28,178,65,78,78,10500000,27000,4
30,187,85,78,78,10000000,43000,4
27,182,71,78,78,9000000,46000,3
34,198,90,78,78,4500000,30000,1
28,180,80,78,78,10500000,54000,4
27,186,75,78,78,11000000,51000,3
29,191,76,78,78,9000000,37000,3
29,175,75,78,78,8500000,500,3
32,169,69,78,78,8000000,30000,4
30,184,78,78,78,8000000,58000,3
27,164,60,78,78,11000000,75000,4
28,172,69,78,78,10500000,36000,4
30,192,83,78,78,8500000,14000,2
27,181,71,78,78,11000000,16000,4
27,182,78,78,78,9000000,64000,3
28,178,75,78,78,10500000,35000,4
30,196,86,78,78,7000000,38000,1
30,188,84,78,78,8500000,69000,3
30,183,70,78,78,8000000,37000,2
28,170,67,78,78,10500000,36000,4
27,185,87,78,78,9000000,25000,3
27,174,74,78,78,11000000,29000,4
28,170,65,78,78,10500000,48000,3
29,187,86,78,78,10500000,35000,3
27,180,77,78,78,11000000,28000,4
31,175,67,78,78,7500000,21000,3
29,182,71,78,78,10000000,16000,3
31,185,88,78,78,7500000,18000,2
30,182,86,78,78,8500000,18000,3
28,185,70,78,78,9000000,19000,3
32,176,68,78,78,6500000,20000,3
29,184,79,78,78,8500000,16000,3
28,174,66,78,78,10500000,13000,3
28,179,71,78,78,10500000,35000,3
32,168,71,78,78,8000000,28000,4
27,185,78,78,78,11000000,65000,3
29,183,81,78,78,10000000,24000,3
20,186,73,78,78,10000000,20000,3
32,169,66,78,78,6500000,500,2
20,182,79,78,78,10000000,20000,2
24,190,88,78,78,10000000,500,2
20,176,75,78,78,10000000,21000,4
28,175,72,78,78,10500000,500,4
24,173,72,78,78,11500000,500,3
20,170,60,78,78,11500000,500,2
32,188,87,78,78,8500000,500,2
20,187,85,78,78,12000000,500,2
20,172,70,78,78,11500000,500,4
31,185,80,78,78,9000000,34000,4
27,175,76,78,78,9000000,500,3
32,182,79,78,78,0,0,2
32,176,73,78,78,0,0,4
32,176,75,78,78,0,0,4
20,181,80,77,91,18500000,25000,3
21,168,65,77,89,16000000,10000,4
18,181,70,77,89,14500000,33000,3
20,177,77,77,88,15500000,29000,3
18,183,75,77,88,14000000,7000,4
23,192,83,77,87,11500000,13000,1
20,186,86,77,87,13000000,19000,2
22,176,72,77,87,14500000,14000,4
20,186,75,77,87,14500000,54000,3
23,174,72,77,86,13500000,29000,4
21,177,70,77,86,13500000,40000,4
21,185,80,77,86,12500000,46000,3
20,176,65,77,86,12500000,8000,3
20,182,87,77,86,12500000,49000,3
23,167,65,77,86,13500000,16000,4
21,172,70,77,86,14000000,23000,4
23,187,80,77,85,12000000,41000,3
21,175,69,77,85,13000000,20000,3
22,179,62,77,85,13000000,15000,4
22,184,78,77,85,11500000,22000,3
23,185,70,77,84,12500000,43000,3
23,175,70,77,84,12500000,35000,4
23,194,92,77,84,11500000,31000,2
23,175,70,77,84,12500000,41000,4
23,185,80,77,84,11500000,12000,2
23,191,78,77,84,11500000,11000,2
24,189,77,77,83,11000000,41000,2
23,173,70,77,83,12000000,66000,3
23,180,78,77,83,11000000,27000,3
23,172,65,77,83,12000000,12000,4
24,184,78,77,83,12000000,76000,3
23,180,73,77,83,12000000,23000,4
24,172,70,77,83,12000000,29000,3
22,187,77,77,83,12000000,37000,4
23,180,67,77,83,12000000,25000,5
22,170,76,77,83,12000000,81000,3
22,183,62,77,83,11000000,14000,3
26,190,79,77,82,10500000,22000,3
25,175,70,77,82,11500000,26000,3
25,188,75,77,82,12000000,79000,4
26,183,80,77,82,10500000,23000,2
24,180,80,77,82,12000000,61000,3
26,189,80,77,82,8500000,24000,1
23,180,73,77,82,12000000,47000,4
23,186,76,77,82,10500000,52000,3
24,177,77,77,82,12000000,45000,3
24,180,75,77,82,10500000,20000,2
23,181,70,77,82,9000000,13000,1
23,183,76,77,82,11500000,33000,3
23,184,74,77,82,11000000,8000,3
26,188,89,77,81,10000000,37000,2
25,177,67,77,81,10000000,24000,3
23,171,69,77,81,12000000,52000,3
24,185,75,77,81,11500000,61000,4
24,180,71,77,81,10000000,68000,2
24,179,65,77,81,10000000,43000,4
24,194,90,77,81,12000000,31000,3
24,170,70,77,81,11500000,21000,3
25,188,82,77,81,11500000,47000,4
23,184,75,77,81,10500000,55000,3
24,191,82,77,81,8500000,20000,1
24,175,78,77,81,11500000,12000,4
26,188,86,77,81,10000000,500,2
21,170,73,77,81,10500000,29000,3
25,187,79,77,81,10500000,14000,2
28,183,78,77,80,8000000,11000,1
27,192,90,77,80,8000000,21000,1
28,196,90,77,80,8000000,59000,1
25,185,79,77,80,10000000,35000,2
26,177,72,77,80,11000000,30000,4
25,182,74,77,80,10000000,26000,2
25,179,70,77,80,10000000,14000,3
25,193,88,77,80,11500000,500,4
25,189,90,77,80,11500000,91000,3
24,168,69,77,80,11500000,24000,4
27,190,88,77,80,9500000,11000,2
27,182,76,77,80,9500000,48000,3
26,168,67,77,80,9500000,32000,3
24,172,67,77,80,11500000,43000,4
25,175,68,77,80,10000000,21000,3
26,184,76,77,80,9500000,34000,3
25,185,73,77,80,10000000,25000,3
25,180,70,77,80,11000000,31000,4
25,174,67,77,80,11000000,79000,3
28,182,78,77,79,9000000,23000,2
26,180,71,77,79,10500000,11000,4
27,188,88,77,79,7500000,18000,1
27,188,83,77,79,9500000,26000,2
26,195,90,77,79,7500000,49000,1
27,180,73,77,79,9500000,24000,3
26,179,70,77,79,9500000,37000,4
26,178,70,77,79,10500000,19000,4
25,181,78,77,79,10500000,34000,4
25,184,79,77,79,11000000,30000,4
26,173,72,77,79,9500000,30000,3
25,172,63,77,79,11000000,21000,4
28,193,76,77,78,8500000,50000,2
28,187,80,77,78,8500000,10000,2
29,189,89,77,78,8500000,24000,2
28,185,80,77,78,8500000,26000,2
29,198,103,77,78,7000000,15000,1
27,184,78,77,78,0,0,3
29,186,78,77,78,8500000,31000,2
27,175,67,77,78,9000000,33000,3
27,199,96,77,78,9000000,48000,2
26,170,62,77,78,10500000,29000,3
27,179,70,77,78,10000000,29000,3
27,180,76,77,78,10000000,500,3
26,180,70,77,78,9000000,48000,3
26,177,82,77,78,9000000,26000,3
26,176,71,77,78,10500000,31000,4
27,175,66,77,78,9000000,14000,3
27,174,74,77,78,9000000,47000,4
27,170,63,77,78,10000000,500,4
26,184,85,77,78,10500000,87000,3
27,184,78,77,78,10500000,59000,3
28,193,87,77,78,8500000,53000,2
26,178,72,77,78,9000000,50000,4
28,180,77,77,78,8500000,50000,2
27,179,68,77,78,9000000,22000,3
27,183,76,77,78,9000000,15000,3
29,185,73,77,78,7000000,26000,1
26,180,76,77,78,10500000,125000,3
25,164,64,77,78,10500000,14000,4
34,176,83,77,77,4500000,31000,3
35,190,86,77,77,2400000,21000,1
36,187,76,77,77,1500000,7000,1
34,175,65,77,77,4500000,79000,4
42,180,78,77,77,0,20000,3
36,180,75,77,77,0,0,4
32,182,82,77,77,7000000,40000,3
33,185,85,77,77,5500000,65000,3
34,178,63,77,77,3400000,15000,3
36,180,74,77,77,1900000,7000,2
35,175,73,77,77,3900000,36000,4
34,184,81,77,77,3900000,17000,1
34,193,88,77,77,3300000,48000,2
31,183,75,77,77,6500000,48000,3
30,172,73,77,77,8000000,10000,3
32,183,80,77,77,0,0,2
37,184,80,77,77,900000,12000,1
37,175,68,77,77,3000000,9000,4
33,182,82,77,77,4800000,6000,1
34,180,79,77,77,4300000,28000,3
32,175,73,77,77,7000000,11000,3
32,178,79,77,77,6500000,26000,3
31,185,75,77,77,7500000,15000,4
31,197,98,77,77,5500000,21000,1
32,184,83,77,77,5500000,40000,2
33,195,85,77,77,4200000,44000,2
32,178,73,77,77,6500000,54000,4
30,183,79,77,77,8500000,51000,3
31,174,73,77,77,6500000,14000,3
32,177,70,77,77,7000000,22000,4
30,174,78,77,77,7500000,64000,3
32,191,86,77,77,5500000,37000,2
31,190,80,77,77,6500000,33000,2
31,173,70,77,77,8000000,18000,4
34,166,68,77,77,4300000,26000,3
31,187,79,77,77,7500000,20000,2
31,183,73,77,77,8000000,100000,4
28,184,82,77,77,9000000,19000,4
32,187,79,77,77,7000000,51000,3
29,175,69,77,77,8500000,38000,2
29,176,67,77,77,7500000,50000,3
32,171,70,77,77,7000000,58000,4
30,172,76,77,77,8500000,40000,4
32,181,72,77,77,6000000,25000,3
30,189,83,77,77,7500000,48000,3
30,186,84,77,77,8500000,56000,3
29,185,75,77,77,7500000,47000,2
30,184,72,77,77,8500000,23000,4
29,182,76,77,77,8500000,26000,4
28,184,80,77,77,9000000,42000,3
28,169,72,77,77,9000000,38000,3
30,186,85,77,77,8500000,21000,3
30,180,72,77,77,8000000,29000,3
30,193,79,77,77,6000000,39000,1
30,193,86,77,77,7000000,31000,2
31,186,77,77,77,6500000,29000,2
32,184,84,77,77,6000000,50000,2
30,175,66,77,77,7000000,37000,3
29,172,78,77,77,7500000,36000,3
30,186,80,77,77,7500000,34000,2
31,196,92,77,77,5500000,28000,1
30,174,69,77,77,8500000,46000,4
34,178,72,77,77,3400000,29000,2
32,168,68,77,77,7000000,10000,3
29,191,80,77,77,6500000,22000,1
29,181,78,77,77,8500000,57000,4
33,186,84,77,77,5000000,33000,3
29,185,75,77,77,6500000,26000,1
29,179,77,77,77,8500000,54000,4
31,187,78,77,77,8000000,48000,4
30,184,75,77,77,8500000,19000,4
31,173,70,77,77,6500000,34000,3
28,194,85,77,77,8000000,33000,2
30,186,79,77,77,8500000,31000,3
29,182,77,77,77,8500000,21000,4
29,182,76,77,77,8500000,34000,4
31,185,78,77,77,6500000,22000,2
32,171,76,77,77,6000000,30000,3
29,178,66,77,77,7500000,26000,3
32,190,81,77,77,5500000,21000,1
29,175,73,77,77,7500000,23000,3
28,192,86,77,77,9000000,39000,3
30,190,83,77,77,8500000,40000,4
30,181,77,77,77,8500000,31000,4
28,178,73,77,77,9000000,54000,4
29,187,82,77,77,8500000,17000,3
35,170,67,77,77,3900000,500,3
34,192,83,77,77,4700000,21000,4
27,174,65,77,77,9500000,46000,4
32,182,80,77,77,7000000,29000,3
28,182,81,77,77,9000000,59000,4
29,188,84,77,77,7500000,41000,2
29,180,82,77,77,7500000,27000,2
33,187,82,77,77,4200000,25000,2
31,180,75,77,77,6500000,72000,3
29,180,71,77,77,7500000,27000,3
29,172,67,77,77,8500000,45000,3
29,183,78,77,77,8500000,22000,4
27,182,74,77,77,8000000,60000,4
30,180,80,77,77,7000000,24000,3
31,190,83,77,77,6500000,37000,2
30,177,70,77,77,8500000,27000,3
29,186,84,77,77,9000000,48000,4
29,184,80,77,77,9000000,16000,4
31,171,74,77,77,7500000,27000,3
28,177,65,77,77,7500000,36000,3
29,169,66,77,77,9000000,11000,4
28,182,70,77,77,9000000,44000,4
27,171,65,77,77,8000000,29000,3
28,180,72,77,77,7500000,14000,3
29,179,74,77,77,8500000,35000,3
32,190,83,77,77,5500000,25000,2
31,178,72,77,77,8000000,31000,3
31,187,82,77,77,7500000,27000,4
27,175,62,77,77,9500000,93000,4
33,181,77,77,77,5500000,34000,3
29,179,74,77,77,9000000,28000,3
28,184,75,77,77,8000000,52000,2
31,189,83,77,77,6500000,13000,2
30,185,75,77,77,7500000,26000,3
30,178,72,77,77,7000000,44000,3
27,176,70,77,77,9500000,36000,3
27,174,65,77,77,9500000,21000,5
31,185,77,77,77,5500000,12000,1
27,178,71,77,77,9500000,38000,4
28,183,77,77,77,9000000,28000,3
28,177,80,77,77,9000000,58000,3
29,165,68,77,77,8500000,10000,4
31,177,76,77,77,8000000,22000,3
31,170,74,77,77,6500000,17000,3
28,171,73,77,77,9000000,91000,3
32,188,83,77,77,7000000,77000,2
32,188,82,77,77,5500000,15000,1
31,190,86,77,77,8000000,42000,3
27,185,85,77,77,9500000,52000,3
26,178,70,77,77,9500000,17000,4
29,187,82,77,77,9000000,16000,3
29,184,78,77,77,9000000,24000,3
20,183,77,77,77,7000000,500,1
28,165,62,77,77,7500000,500,2
24,174,71,77,77,10000000,25000,4
36,177,77,77,77,1900000,500,2
32,175,68,77,77,5500000,23000,3
24,176,72,77,77,8500000,500,2
28,179,77,77,77,8000000,500,2
24,178,75,77,77,8500000,12000,3
32,189,84,77,77,5500000,26000,2
28,187,85,77,77,8000000,27000,2
29,177,63,77,77,8500000,19000,4
27,187,82,77,77,9500000,16000,4
32,175,71,77,77,0,0,3
32,188,88,77,77,0,0,3
36,174,71,77,77,0,0,4
28,187,85,77,77,0,0,3
32,172,69,77,77,0,0,4
17,178,66,76,90,15000000,24000,4
17,182,68,76,88,12000000,5000,4
22,173,58,76,87,13000000,12000,4
20,184,73,76,86,11500000,9000,3
20,190,79,76,86,12500000,33000,3
24,183,78,76,85,11000000,14000,3
22,185,78,76,85,11000000,55000,2
21,175,72,76,85,11000000,29000,3
21,183,76,76,85,11000000,56000,3
22,192,85,76,85,11000000,48000,2
22,190,95,76,85,11000000,31000,2
21,188,82,76,85,11000000,21000,3
21,183,71,76,85,12000000,22000,3
21,166,65,76,85,12000000,31000,3
22,177,70,76,84,10000000,52000,4
22,188,76,76,84,8500000,9000,1
22,171,65,76,84,11000000,17000,4
23,191,86,76,84,10500000,64000,2
21,180,71,76,84,10000000,500,2
21,191,85,76,84,10500000,32000,2
24,181,74,76,83,11000000,13000,3
22,183,62,76,83,11000000,13000,4
24,186,72,76,83,11000000,24000,3
24,183,72,76,83,11000000,500,3
23,176,67,76,83,9500000,52000,3
24,175,69,76,83,11000000,17000,4
23,181,75,76,83,10500000,23000,3
23,179,67,76,83,10500000,23000,4
22,180,70,76,83,11000000,22000,4
22,174,76,76,83,10500000,35000,3
22,175,70,76,83,11000000,35000,4
22,192,85,76,83,8000000,15000,1
22,187,73,76,83,10000000,13000,2
23,192,88,76,83,11000000,26000,3
21,176,70,76,83,11000000,40000,4
22,175,66,76,83,11000000,24000,4
24,188,70,76,82,8000000,14000,1
24,178,72,76,82,9500000,64000,3
24,192,90,76,82,9500000,41000,2
23,184,79,76,82,9500000,20000,2
24,193,92,76,82,8000000,11000,1
23,180,71,76,82,9500000,31000,3
23,182,74,76,82,10500000,105000,3
24,190,77,76,82,9500000,35000,2
23,168,70,76,82,9500000,31000,2
23,173,63,76,82,10500000,23000,4
24,175,70,76,82,10500000,28000,3
23,172,72,76,82,9500000,17000,4
25,191,86,76,82,8000000,64000,1
24,176,68,76,82,9500000,25000,3
23,184,73,76,82,10500000,39000,3
26,189,93,76,81,7500000,13000,1
25,178,68,76,81,10000000,49000,3
25,190,88,76,81,9000000,35000,2
25,190,85,76,81,10500000,54000,3
24,181,81,76,81,10500000,29000,3
24,178,68,76,81,10000000,41000,4
24,183,70,76,81,9000000,40000,3
24,180,70,76,81,10500000,49000,3
24,174,71,76,81,9000000,41000,2
24,175,73,76,81,10500000,38000,3
24,176,67,76,81,10000000,30000,4
25,178,70,76,81,9000000,44000,3
23,185,83,76,81,9500000,31000,2
24,175,74,76,81,10500000,61000,4
23,176,70,76,81,9000000,27000,3
23,185,74,76,81,10500000,28000,4
24,179,68,76,81,9000000,55000,3
23,191,94,76,81,10500000,49000,3
22,180,72,76,81,10000000,30000,4
23,184,79,76,81,9000000,13000,3
24,176,71,76,81,9000000,20000,3
24,167,66,76,81,9000000,15000,4
22,178,79,76,81,10500000,26000,4
24,180,79,76,81,9500000,21000,3
25,175,67,76,81,9500000,22000,3
24,175,68,76,81,10500000,12000,4
24,174,64,76,81,9000000,20000,2
27,193,90,76,80,7000000,500,1
24,181,77,76,80,10000000,22000,3
25,184,77,76,80,10000000,36000,3
25,185,75,76,80,10000000,20000,3
26,185,72,76,80,9000000,27000,2
26,180,71,76,80,9000000,24000,2
23,183,79,76,80,9000000,34000,3
25,171,67,76,80,8500000,35000,3
24,184,70,76,80,9000000,34000,2
25,183,77,76,80,8500000,10000,3
23,182,89,76,80,9000000,20000,2
23,180,72,76,80,10000000,23000,3
26,192,83,76,80,9000000,47000,2
27,193,78,76,79,8500000,37000,2
26,187,80,76,79,9500000,39000,3
25,185,73,76,79,9500000,18000,4
24,181,73,76,79,10000000,49000,4
26,181,78,76,79,9500000,33000,3
26,183,77,76,79,8500000,500,2
26,175,71,76,79,9500000,9000,3
26,178,76,76,79,8500000,34000,3
27,183,81,76,79,8500000,23000,3
24,173,68,76,79,10000000,42000,4
26,186,76,76,79,8500000,24000,2
26,168,65,76,79,9500000,18000,4
26,190,85,76,79,7000000,500,1
27,176,76,76,79,8500000,33000,3
27,178,67,76,79,8500000,36000,3
24,182,77,76,79,10000000,22000,4
25,181,80,76,79,10000000,46000,4
26,197,82,76,79,9500000,30000,3
26,194,86,76,79,9500000,53000,3
25,188,81,76,79,9500000,45000,3
25,179,73,76,79,9500000,14000,4
26,186,82,76,79,9500000,15000,3
26,191,91,76,79,8500000,51000,2
25,180,75,76,79,8500000,26000,3
26,172,66,76,79,9500000,500,3
29,187,84,76,78,6500000,24000,1
26,181,78,76,78,9000000,66000,4
26,181,74,76,78,9000000,34000,3
27,190,80,76,78,6500000,20000,1
26,196,80,76,78,6500000,12000,1
29,190,80,76,78,6500000,500,1
28,190,77,76,78,8000000,28000,2
27,190,83,76,78,8000000,42000,2
27,190,79,76,78,8000000,22000,2
26,187,74,76,78,8500000,42000,3
27,181,84,76,78,8000000,22000,2
25,184,76,76,78,8000000,15000,3
27,192,82,76,78,6500000,22000,1
28,187,92,76,78,8000000,9000,2
25,185,80,76,78,8500000,20000,2
26,184,79,76,78,9500000,42000,3
30,189,84,76,77,6000000,16000,1
29,188,84,76,77,7500000,18000,2
30,190,85,76,77,6000000,8000,1
29,189,88,76,77,6000000,31000,1
28,184,82,76,77,7500000,26000,2
28,185,75,76,77,7500000,29000,3
28,187,91,76,77,7500000,31000,2
27,189,86,76,77,7500000,42000,3
25,185,73,76,77,9000000,17000,4
27,181,74,76,77,7500000,34000,3
26,178,73,76,77,9000000,27000,4
27,189,83,76,77,9000000,29000,3
26,182,84,76,77,9000000,500,3
26,177,71,76,77,8000000,47000,4
25,177,86,76,77,9000000,47000,3
26,183,77,76,77,9000000,29000,3
26,175,75,76,77,9000000,500,3
29,192,78,76,77,6000000,20000,1
28,187,82,76,77,7500000,25000,2
25,173,70,76,77,9000000,17000,4
27,181,74,76,77,8000000,60000,3
26,181,72,76,77,8000000,25000,3
26,172,75,76,77,8000000,34000,3
25,178,65,76,77,9000000,30000,3
27,183,79,76,77,7500000,16000,3
26,183,83,76,77,8000000,47000,3
27,183,80,76,77,9000000,55000,3
27,183,83,76,77,9000000,500,3
26,174,72,76,77,8000000,14000,3
27,182,74,76,77,0,0,3
25,176,73,76,77,9000000,37000,3
27,172,75,76,77,9000000,36000,4
28,192,86,76,77,7500000,24000,2
26,167,67,76,77,9000000,26000,4
37,187,83,76,76,1700000,37000,2
36,190,92,76,76,1300000,500,1
35,175,75,76,76,2200000,37000,3
34,186,86,76,76,4100000,31000,3
38,196,89,76,76,775000,5000,1
35,180,74,76,76,3500000,21000,3
37,180,79,76,76,1600000,11000,2
37,174,71,76,76,2600000,8000,4
36,174,72,76,76,2600000,16000,4
33,178,73,76,76,3700000,8000,3
33,175,77,76,76,4800000,19000,4
36,189,91,76,76,1600000,21000,2
33,189,82,76,76,3600000,25000,2
31,176,68,76,76,7000000,66000,3
31,182,67,76,76,6500000,22000,3
30,185,84,76,76,7500000,53000,3
31,181,72,76,76,5500000,51000,3
33,176,77,76,76,4700000,18000,5
32,201,93,76,76,4700000,36000,1
32,172,72,76,76,6000000,27000,3
31,192,74,76,76,5500000,44000,2
30,192,80,76,76,7500000,26000,3
31,183,79,76,76,6500000,23000,3
30,176,72,76,76,7500000,29000,4
33,184,74,76,76,0,0,3
31,184,80,76,76,4900000,15000,1
30,185,75,76,76,6500000,30000,3
34,192,80,76,76,2900000,51000,3
32,178,71,76,76,4800000,36000,3
32,178,75,76,76,6000000,56000,4
33,185,82,76,76,4800000,17000,4
31,179,73,76,76,7000000,23000,4
33,191,85,76,76,3600000,48000,2
36,180,72,76,76,1600000,18000,3
33,180,78,76,76,3600000,42000,3
32,183,90,76,76,6000000,21000,2
30,185,88,76,76,6000000,34000,2
30,175,74,76,76,7500000,66000,3
30,187,83,76,76,6000000,44000,2
34,190,81,76,76,3400000,24000,1
30,177,74,76,76,6500000,9000,3
31,188,80,76,76,7000000,27000,3
32,174,66,76,76,6000000,15000,4
